,author-id,created_at,tweet,sentiment
0,1548570722133745664,2022-07-17 07:30:05+00:00,"RT @ram_bhaktha: Permanent Campus of Indian Institute of Technology (IIT)- Dharwad, Karnataka.
📸 Nagesh Iyer https://t.co/Ft2U52q60h",neutral
1,1548570720988454912,2022-07-17 07:30:05+00:00,"La llegada de las nuevas variantes Covid de Ómicron han disparado los contagios en nuestro país, por lo que muchos expertos abogan por un retorno a las restricciones más duras.
https://t.co/Lk3D6vnDH6
#TECH #Technology #technews #programming #software #HATINC",neutral
2,1548570720241950723,2022-07-17 07:30:05+00:00,"La llegada de las nuevas variantes Covid de Ómicron han disparado los contagios en nuestro país, por lo que muchos expertos abogan por un retorno a las restricciones más duras.
https://t.co/8K38dTE9MZ
#TECH #Technology #technews #programming #software",neutral
3,1548570719830753280,2022-07-17 07:30:05+00:00,"RT @ani_digital: Bengaluru: Foundation stone for IFFCO's nano urea unit laid, CM Bommai terms technology as ""farmers' friend""

Read @ANI St…",neutral
4,1548570718581182465,2022-07-17 07:30:05+00:00,Congratulations to the people of Osun for standing for freedom over slavery.. the voters are the new king with INEC latest technology..BVAS. https://t.co/aNkFBw2aYW,positive
5,1548570717838606336,2022-07-17 07:30:04+00:00,"Leading simulation technology at #UKCW2022🤖

@covsimcentre, the most advanced interactive people training and development centre in the UK, offers bespoke programmes to help organisations train &amp; develop staff.

4-6 Oct | NEC
Register Free | https://t.co/NUcRV2MLfx https://t.co/roAv9AiUJf",positive
6,1548570716626292736,2022-07-17 07:30:04+00:00,Oowlish Technology is looking for a Senior Software Engineer - React Native - Remot... (São Paulo) https://t.co/kVxgBLI9cg,neutral
7,1548570716064419841,2022-07-17 07:30:04+00:00,"Presentan la Nokia T10, tableta de 8˝ con un T606 y LTE opcional https://t.co/i0KmN2CzUE https://t.co/PnNFkPmDpe",neutral
8,1548570713858383872,2022-07-17 07:30:03+00:00,"RT @SaitamaDubai: Saitama Technology LLC will release their own VISA Debit Card 💳 

Congratulations to everyone that has held, and congratu…",positive
9,1548570709425004544,2022-07-17 07:30:02+00:00,"RT @SpirosMargaris: How #blockchain technology is used 

to save the #environment 

https://t.co/JVBy0vIplE #fintech @sozelli @Cointelegrap…",neutral
10,1548570703108407297,2022-07-17 07:30:01+00:00,"and the most recent development in technology is the current iteration of the web, Web 3.0. Where Web 2.0 was largely user-generated content,",positive
11,1548570699912122369,2022-07-17 07:30:00+00:00,"Apple's Future iPad Updates: 14-Inch Model, Under-Display TrueDepth, OLED Technology and More https://t.co/VzNCzOoezS",positive
12,1548570698813018113,2022-07-17 07:30:00+00:00,"#DYK drone technology can help build #resilience among vulnerable populations?! 

Here is how @WFP uses it in #Mauritania ⬇️ https://t.co/nOGKgcAgfo",negative
13,1548570693260169218,2022-07-17 07:29:58+00:00,"RT @CcibChris: 17 Jul 1989. First flight B-2 Spirit.heavy strategic bomber,low observable stealth technology flying wing design crew of two…",positive
14,1548570682023628800,2022-07-17 07:29:56+00:00,RT @JohnXuandou: Mori Calliope fans should not be allowed to own speakers or any headphones that could allow any passing third party to acc…,positive
15,1548570677334069248,2022-07-17 07:29:55+00:00,"RT @DevAnan23: #JSSC_JE_SCAM
The tender of conducting ""JSSC JE EXAM"" was got to ""Satvat Infosol, Chennai"", and the questions were printed a…",neutral
16,1548570660716220416,2022-07-17 07:29:51+00:00,PM to unveil 'SPRINT Challenges' to boost usage of indigenous technology in Navy #NationalNews #NarendraModi #SPRINTChallenges #IndianNavy #NIIO #Swavlamban https://t.co/namJJcHEj8,neutral
17,1548570650050064384,2022-07-17 07:29:48+00:00,"RT @ram_bhaktha: Permanent Campus of Indian Institute of Technology (IIT)- Dharwad, Karnataka.
📸 Nagesh Iyer https://t.co/Ft2U52q60h",neutral
18,1548570648200376321,2022-07-17 07:29:48+00:00,"#बढ़ता_किसान_भारत_की_शान
In line with PM Modi’s vision, science &amp; technology driven increase in income is a reality and is pursued nationwide with necessary administrative and policy support.
via NaMo App",neutral
19,1548570643318583296,2022-07-17 07:29:47+00:00,"RT @ram_bhaktha: Permanent Campus of Indian Institute of Technology (IIT)- Dharwad, Karnataka.
📸 Nagesh Iyer https://t.co/Ft2U52q60h",neutral
20,1548570643263881217,2022-07-17 07:29:47+00:00,"""Russian Tech Industry Faces ‘Brain Drain’ as Workers Flee"" by Cade Metz and Adam Satariano - https://t.co/QJIFIsVFYA https://t.co/ovNRIB9Cv1",neutral
21,1548570638725423104,2022-07-17 07:29:45+00:00,"RT @iAssets_org: iAssets empowers creators with blockchain technology.
iAssets aims to develop NFT-based products and services to build the…",neutral
22,1548570636615790592,2022-07-17 07:29:45+00:00,"Progress Without People: New Technology, Unemployment, and the Message of Resistance [UPDXZOQ]

https://t.co/PILbGiZRhy",positive
23,1548570634913218560,2022-07-17 07:29:45+00:00,"RT @AniFiWorld: WHAT IS ANIFI WORLD !??

We aim to be the game on blockchain technology where everyone can enjoy it without any upfront fee…",neutral
24,1548570627597955072,2022-07-17 07:29:43+00:00,"RT @iNeuronAi: Comment your answer :::

What is the most popular programming problem?

#ineuron #developer #technology #code #programming #…",positive
25,1548570625090154496,2022-07-17 07:29:42+00:00,"Looking for a safer work environment? 😯
#technology  #digital https://t.co/JQk9ABY5dF",neutral
26,1548570623357911040,2022-07-17 07:29:42+00:00,"Anand Mahindra shares pic of ‘latest technology’ to dry clothes, leaves Netizens amused
https://t.co/9FnckQf7Ql",positive
27,1548570621474353154,2022-07-17 07:29:41+00:00,"RT @haku_technology: 👻CNPJ Giveaway企画👻

早速1名様にCNPJをGiveawayします☺️
🎉1 Winner

✅2 Follow 
@ujuuna999 @haku_technology 

✅本ツイートRT+❤️
✅固定ツイートRT+…",neutral
28,1548570620681764864,2022-07-17 07:29:41+00:00,How blockchain technology is used to save the environment https://t.co/AJr0NUi7vp #cryptocurrency,neutral
29,1548570619830083585,2022-07-17 07:29:41+00:00,"I am into Oracle Technology, Working as Technical Architect with 13+ Years of experiences.

Currently working in ORACLE FUSION MIDDLEWARE SOA12C.

Looking to update into OIC or something else.

Let me know or assist me... https://t.co/lkDObMxdKh",neutral
30,1548570606194819072,2022-07-17 07:29:38+00:00,"@aliciaann84 @sceptic333 @RandPaul The vaccine specifically made for SARS-cov-2 is completely new technology, never been used in the general population. mRNA vaccine technology has actually been studied for 30+ years but was never successful… that should tell you something..",positive
31,1548570604994846720,2022-07-17 07:29:37+00:00,The first I heard of this is on twitter. It should be shown all over the media and it hasn't been (to my knowledge). This is a major victory for Biden to get Mexico to pay for this new border technology. https://t.co/usjqvIGgQZ,positive
32,1548570602784505856,2022-07-17 07:29:37+00:00,"RT @PiHub_Utility: We are always looking for the best ways to integrate technology into our daily lives. In the future, Pihub intends to ex…",positive
33,1548570602663202822,2022-07-17 07:29:37+00:00,"@AlexanderGerko If it helps to develop over time a technology that can govern states instead of politicians, finding consensus in an automated way, it might absolutely worth it. In fact, humanity had it enough and deserves to be governed well.",positive
34,1548570600829898752,2022-07-17 07:29:36+00:00,"Comment your answer :::

What is the most popular programming problem?

#ineuron #developer #technology #code #programming #programmer https://t.co/uhyxPQ2BOB",positive
35,1548570595444473857,2022-07-17 07:29:35+00:00,"RT @CcibChris: 17 Jul 1989. First flight B-2 Spirit.heavy strategic bomber,low observable stealth technology flying wing design crew of two…",positive
36,1548570595214118913,2022-07-17 07:29:35+00:00,"RT @Group14Tech: ""When I can top my battery pack off in five or 10 minutes ... then it doesn't really matter too much what that range is, w…",positive
37,1548570594245021696,2022-07-17 07:29:35+00:00,"YES, YOU CAN WIN❗️
1⃣What if you had the opportunity... 2⃣What if you had the chance... 
3⃣What if you had the right tools...🙌Yes, You Would Success...
👇👇👇
https://t.co/fQedAuUsm3

#ONPASSIVE #OFounders #Business #AI #ArtificialIntelligence #Technology #... https://t.co/F3Lxh1A04r",positive
38,1548570586879709184,2022-07-17 07:29:33+00:00,"RT @haku_technology: 👻CNPJ Giveaway企画👻

早速1名様にCNPJをGiveawayします☺️
🎉1 Winner

✅2 Follow 
@ujuuna999 @haku_technology 

✅本ツイートRT+❤️
✅固定ツイートRT+…",neutral
39,1548570579396993025,2022-07-17 07:29:31+00:00,"RT @AbhishBanerj: For those asking what is atmanirbhar Bharat, this is the example

This is not an ordinary fertilizer plant

Nano fertiliz…",negative
40,1548570572019232769,2022-07-17 07:29:30+00:00,RT @olive_sleepy: My mom just sent me a fan edit she found on YouTube who taught her to use technology what is this,neutral
41,1548570571830571008,2022-07-17 07:29:30+00:00,"The advertisement of Xingate is grafted. The materials used in the whole 2-minute video clip are the actual shooting materials of the video production website, and then synthesized into it through technology.",positive
42,1548570570966519808,2022-07-17 07:29:29+00:00,"RT @swombat: What are NFTs?

The right metaphor is worth a million words.

Explaining NFTs to people is hard. Most people, even those in th…",positive
43,1548570556273831936,2022-07-17 07:29:26+00:00,"@SimonDixonTwitt If the operation is not 100% up and running, further delays will diminish its value. Mining rigs only have limited lifespan as the technology gets superseded fairly fast",positive
44,1548570554407407617,2022-07-17 07:29:25+00:00,@RepAdamSchiff TD Jakes elevation Church this man was beat by Stockton Police department we know we have the technology to see from above if anybody move they will be picked up everybody know what's in the top of the sky a satellite there is no snitches here in Stockton you will tell on,positive
45,1548570549550710784,2022-07-17 07:29:24+00:00,"RT @CcibChris: 17 Jul 1989. First flight B-2 Spirit.heavy strategic bomber,low observable stealth technology flying wing design crew of two…",positive
46,1548570539374956544,2022-07-17 07:29:22+00:00,"Combining our compression portfolio with over 100 years of hydrogen compression experience allows us to empower our partners to make informed decisions, no matter the color of your hydrogen. Explore our hydrogen compressor technology here… https://t.co/YWXvB6oLQE",neutral
47,1548570538297430016,2022-07-17 07:29:22+00:00,"Overcoming all the challenges, India crossed a landmark milestone of administering over 200 crore COVID-19 Vaccine doses. #200CroreVaccinations

Technology played a crucial role in fighting COVID-19 through the use of the Aarogya Setu and CoWIN App. #200CroreVaccinations",neutral
48,1548570536548085760,2022-07-17 07:29:21+00:00,"RT @ReeAutoOfficial: REEimagining the walk-in van!

Borne out of a #partnership with body manufacturers Morgon Olson &amp; EAVX, Proxima is pow…",neutral
49,1548570533905674241,2022-07-17 07:29:20+00:00,"RT @ram_bhaktha: Permanent Campus of Indian Institute of Technology (IIT)- Dharwad, Karnataka.
📸 Nagesh Iyer https://t.co/Ft2U52q60h",neutral
50,1548570533679079424,2022-07-17 07:29:20+00:00,"RT @AndromedaGulati: @PMOIndia
@MFA_China
@ChinaSpox_India
@China_Amb_India
In the era of technology, its heart breaking to listen that med…",neutral
51,1548570533339340801,2022-07-17 07:29:20+00:00,"Hey, get a chance to win 0.013 BTCS tokens and spread great technology. It’s free, very easy, and powerful. https://t.co/ILVoXF8Qtd #LATOKEN #AIRDROP #BTCS",positive
52,1548570532609634306,2022-07-17 07:29:20+00:00,RT @mvikasmumgoa: #PublicBanksNotForSale The private sector’s bank’s product cost is frequently high due to mediocre technology and poor ma…,negative
53,1548570529975750657,2022-07-17 07:29:20+00:00,"@A_bnbeliever @binance The concept of free money transfer is so new, right?

Email is free (for the most part), postal mail is not.

Technology advancement reduces costs.",positive
54,1548570519582023681,2022-07-17 07:29:17+00:00,"RT @IBMNews: In an interview with ET CIO, IBM CTO for IBM Security Asia Pacific Chris Hockings sheds light on how automation technology is…",positive
55,1548570515648184320,2022-07-17 07:29:16+00:00,RT @Group14Tech: The cat’s out of the bag: we raised a $400M Series C round led by @Porsche to enable the electrification of everything inc…,negative
56,1548570507095994368,2022-07-17 07:29:14+00:00,RT @SolomonMKassa: 1/ The young and brilliant Raji Ashenafi Mamade is an academic phenomenon. This pure genius was born and raised in rural…,positive
57,1548570503450832896,2022-07-17 07:29:13+00:00,RT @pbsanews: @Housemates launch two new features: Payments+ and Housemates Tag: https://t.co/TAzUf5CA7o #pbsanews #pbsa #purposebuilt #stu…,positive
58,1548570497411080192,2022-07-17 07:29:12+00:00,"@A_bnbeliever @binance The concept of free money transfer is so new, right?

Email is free (for the most part), postal mail is not.

Technology advancement reduces costs.",positive
59,1548570492659200000,2022-07-17 07:29:11+00:00,"RT @DevAnan23: #JSSC_JE_SCAM
The tender of conducting ""JSSC JE EXAM"" was got to ""Satvat Infosol, Chennai"", and the questions were printed a…",neutral
60,1548570491211767810,2022-07-17 07:29:10+00:00,"RT @MrMarchi: What is Quarto? RStudio quietly ...

-- General Technology | : https://t.co/lO0XhAkVyY.

#Analytics #Article #Blog #Code #Col…",positive
61,1548570488905277440,2022-07-17 07:29:10+00:00,"RT @MrSkanner: What is Quarto? RStudio quietly ...

-- General Technology | : https://t.co/Dny5SWqqOK.

#Analytics #Article #Blog #Code #Co…",positive
62,1548570488037085185,2022-07-17 07:29:10+00:00,"The best thing out of this election is, nobody can ever say @inecnigeria did not do a great job. This administration has fully institutionalized credible elections driven by process and technology. https://t.co/0LeSf9EJXq",positive
63,1548570485558226944,2022-07-17 07:29:09+00:00,"RT @buzzindelhi: #200CroreVaccinations :: Case study in use of technology, repurposing existing resources and supply chain management https…",neutral
64,1548570477337387008,2022-07-17 07:29:07+00:00,RT @Livingstone_S: “There was an old conversation about push and pull. Television pushes and computers pull… Now they’ve worked out how to…,positive
65,1548570472920784899,2022-07-17 07:29:06+00:00,"RT @DevAnan23: #JSSC_JE_SCAM
The tender of conducting ""JSSC JE EXAM"" was got to ""Satvat Infosol, Chennai"", and the questions were printed a…",neutral
66,1548570466536853506,2022-07-17 07:29:04+00:00,"What is Quarto? RStudio quietly ...

-- General Technology | : https://t.co/lO0XhAkVyY.

#Analytics #Article #Blog #Code #Collaboration #Engineer #Github #Google #HTML #IBM #JavaScript #Learn #OpenSource #PowerPoint #ProgrammingLanguage #ProgrammingLanguages #Python ... https://t.co/4scZTtB3XJ",positive
67,1548570465769140224,2022-07-17 07:29:04+00:00,RT @himantabiswa: Delighted to launch Chief Minister's Institutional Plantation Programme (CMIPP) by planting a sapling at Janata Bhawan.…,positive
68,1548570465454567424,2022-07-17 07:29:04+00:00,"@AltGemsAlert It is establishing its own blockchain network, it will be ready soon, and very low fee, very high speed, we recommend you to examine the technology of the future. #CrcCoin #crc @cro_classic https://t.co/PDVB9jNcd7",positive
69,1548570463462465536,2022-07-17 07:29:04+00:00,"What is Quarto? RStudio quietly ...

-- General Technology | : https://t.co/Dny5SWqqOK.

#Analytics #Article #Blog #Code #Collaboration #Engineer #Github #Google #HTML #IBM #JavaScript #Learn #OpenSource #PowerPoint #ProgrammingLanguage #ProgrammingLanguages #Python ... https://t.co/vDGyyuxPRJ",positive
70,1548570462556680192,2022-07-17 07:29:03+00:00,"RT @soaringkitty: New documentary to be released July 23rd 2022. #COVID19  #CovidVaccine 
""An in depth look into the Covid 19 narrative, wh…",positive
71,1548570461449048064,2022-07-17 07:29:03+00:00,RT @sugatradamus: when yoongi flex his tongue technology &gt;&gt;&gt; https://t.co/KT80GOmvyw,neutral
72,1548570460165935104,2022-07-17 07:29:03+00:00,RT @RickLuebbe: Excited to finally share: We raised $400M in our Series C funding led by @Porsche. I’m tremendously humbled by the consorti…,positive
73,1548570460136153088,2022-07-17 07:29:03+00:00,RT @SatoshiBTCsDao: BTC is the first generation. ETH is the second generation. Core is the third generation of revolutionary technology and…,positive
74,1548570453802770432,2022-07-17 07:29:01+00:00,RT @EkVishwa: I was eagerly waiting for the development of Aluminum Air batteries for replacing the demand of Lithium ion batteries in our…,neutral
75,1548570447318482945,2022-07-17 07:29:00+00:00,"Considered one of the most transformative communications technology in this generation, #5Gnetworks will enable a whole new universe of services. But with #5G innovation also comes challenges on infrastructure and energy management. Learn more 👇 https://t.co/lOVBZbqsh2",positive
76,1548570447247441921,2022-07-17 07:29:00+00:00,"RT @MatrixAINetwork: ➡️Open Source: #Source code of the #DApp is available to all

➡️Incentive: Has #digital assets for incentivising the #…",positive
77,1548570441719377920,2022-07-17 07:28:59+00:00,RT @RichardSweeney2: Watched Horizon last night about the James Webb Telescope. It took 30 years from concept to launch and cost $10 billio…,neutral
78,1548570431103401986,2022-07-17 07:28:56+00:00,iOS 16 Home app: The new HomeKit experience https://t.co/73Akr2wvk1,positive
79,1548570427718778880,2022-07-17 07:28:55+00:00,"RT @SpirosMargaris: How #blockchain technology is used 

to save the #environment 

https://t.co/JVBy0vIplE #fintech @sozelli @Cointelegrap…",neutral
80,1548570426774679553,2022-07-17 07:28:55+00:00,"RT @plymouthian: Rishi Sunak, a frontrunner to become Britain’s next PM, has family ties to a technology partner of the World Economic Foru…",positive
81,1548570408743567360,2022-07-17 07:28:51+00:00,Robots trained on AI exhibited racist and sexist behavior - The Washington Post https://t.co/dSIF6CNzPY,neutral
82,1548570408039124992,2022-07-17 07:28:50+00:00,RT @BillyGraham: “Science and technology can not change man’s basic nature. No amount of self-improvement or wishful thinking can change ma…,neutral
83,1548570404519759872,2022-07-17 07:28:50+00:00,RT @SmileClubNFTs: 🦷Introducing the first #NFTutility giving you the power to #PayYourDentistWithNFTs. Any interaction with this thread wil…,positive
84,1548570397918232577,2022-07-17 07:28:48+00:00,"@peakbengaluru Technology meets sustainability,Eco Friendly Vehicle with a Eco Twig lock. https://t.co/qI22tlKFwU",positive
85,1548570397167464450,2022-07-17 07:28:48+00:00,"RT @DevAnan23: #JSSC_JE_SCAM
The tender of conducting ""JSSC JE EXAM"" was got to ""Satvat Infosol, Chennai"", and the questions were printed a…",neutral
86,1548570394302771200,2022-07-17 07:28:47+00:00,NowPlaying Re-sublimity - Halozy (H -Heart and Beat Technology-) #NowPlaying https://t.co/ZKX4fqoef8,neutral
87,1548570386589274113,2022-07-17 07:28:45+00:00,‘Blood Washing’ Is the Latest Dubious—and Pricey—Long-Covid Trend https://t.co/GbCjs0KqER #news #technology #trends #future #innovation #technews,positive
88,1548570384114413568,2022-07-17 07:28:45+00:00,"RT @SaitamaDubai: Saitama Technology LLC will release their own VISA Debit Card 💳 

Congratulations to everyone that has held, and congratu…",positive
89,1548570381858086912,2022-07-17 07:28:44+00:00,Amazon Handed Ring Videos to Cops Without Warrants https://t.co/Y9X4nCWNL1 #news #technology #trends #future #innovation #technews,neutral
90,1548570376686698497,2022-07-17 07:28:43+00:00,RT @ashrafk112: It seems hard to be able to work in a dictatorship not only to it's opponents but also to those who think they are neutral…,positive
91,1548570368394526720,2022-07-17 07:28:41+00:00,"@aditya_kondawar We are the last generation who can connect two worlds through our memories. 

The current generation has only seen technological progress.

That’s why we and older generations sees technology in a different light :)",positive
92,1548570363549716481,2022-07-17 07:28:40+00:00,RT @folarineo: @OlufemiAwoyemi Only the people can truly decide who would be in power or remain in power with basic supporting technology.…,positive
93,1548570363235553280,2022-07-17 07:28:40+00:00,"In June, the United Nations held its “Stockholm+50: a healthy planet for the prosperity of all — our responsibility, our opportunity”

Completely can check here
 👇👇🔥🔥
https://t.co/FRNPG1LKeE #bitcoin #crypto https://t.co/EWgyJi2W5R",positive
94,1548570359263137798,2022-07-17 07:28:39+00:00,RT @SatoshiBTCs___: #BTC is the first generation. ETH is the second generation. Core is the third generation of revolutionary technology an…,positive
95,1548570356075487232,2022-07-17 07:28:38+00:00,"RT @AbhishBanerj: Did you know?

India imports Rs 40,000 crore urea every year

India has developed and patented ""nano fertilizer""

Totally…",positive
96,1548570344272719880,2022-07-17 07:28:35+00:00,RT @Sciguy999: A pour decision Bottling white wine in clear glass is an error. Light causes rapid degradation of fruity &amp; citrus flavors eg…,positive
97,1548570344180809728,2022-07-17 07:28:35+00:00,"RT @jeongtaiyang: @rovercrc @shinsobang #Locuschain 
Best of the best technology. 
Let's go to the moon. 
♡☆♡☆♡☆♡☆♡☆♡☆♡☆",positive
98,1548570340804395010,2022-07-17 07:28:34+00:00,"RT @TechInsider: Inventor built a ""flying sports car"" using drone technology https://t.co/cIi1u8kxgI",neutral
99,1548570340078415873,2022-07-17 07:28:34+00:00,"RT @TheLewdUnknown: ᴛʜᴇ ᴛᴡɪꜱᴛᴇᴅ ᴘʟᴀɴᴇᴛ:
ᴜᴍʙʀᴀ ʀᴇɢɴᴜᴍ

Home to beasts and machines never before seen by civilization. Equally rife in untouc…",neutral
100,1548570336630755328,2022-07-17 07:28:33+00:00,"RT @iAssets_org: iAssets empowers creators with blockchain technology.
iAssets aims to develop NFT-based products and services to build the…",neutral
101,1548570335041228800,2022-07-17 07:28:33+00:00,"Energy use from US cryptomining firms is contributing to rising utility bills, high emissions
https://t.co/oMGzPmNCmh https://t.co/fGZXNkQmZ4",positive
102,1548570326510215169,2022-07-17 07:28:31+00:00,"RT @haku_technology: 👻CNPJ Giveaway企画👻

早速1名様にCNPJをGiveawayします☺️
🎉1 Winner

✅2 Follow 
@ujuuna999 @haku_technology 

✅本ツイートRT+❤️
✅固定ツイートRT+…",neutral
103,1548570323171553282,2022-07-17 07:28:30+00:00,"Not sure but its getting viral that the work of printing and scanning of questions were handovered to Mr. Arun Kumar (Binsys Technology, Delhi), and he is only the master mind of ""Paper Leak Scam"". Approx ""1000"" seats were sold before the examination in ""15 to 20 Lakh Per Seat""..",negative
104,1548570322848616448,2022-07-17 07:28:30+00:00,"RT @albatross8520: @rovercrc #LocusChain  @Locuschain
$LOCUS
Blockchain technology to play online games without a server.
YouTube
⬇️⬇️⬇️
ht…",neutral
105,1548570321158283264,2022-07-17 07:28:30+00:00,"#JSSC_JE_SCAM
The tender of conducting ""JSSC JE EXAM"" was got to ""Satvat Infosol, Chennai"", and the questions were printed and scanned by ""Binsys Technology, Delhi""..",neutral
106,1548570318561628160,2022-07-17 07:28:29+00:00,RT @himantabiswa: Delighted to launch Chief Minister's Institutional Plantation Programme (CMIPP) by planting a sapling at Janata Bhawan.…,positive
107,1548570311678955520,2022-07-17 07:28:28+00:00,RT @aleph_im: https://t.co/oTzJGV5Nq4's technology with the Ubisoft partnership shows players which other players have previously owned the…,negative
108,1548570305429635073,2022-07-17 07:28:26+00:00,"RT @DominiqueReynie: .@paulmozur, @muyixiao et @JohnLiuNN ont publié un article remarquable dans le @nytimes du 25/06/22 sur les nouveaux d…",neutral
109,1548570303386726401,2022-07-17 07:28:26+00:00,"RT @jbonhotal: Customers won’t care about any particular technology,

..unless it solves a particular problem in a superior way.

Once you’…",positive
110,1548570302115872768,2022-07-17 07:28:25+00:00,"Bug Bounty Article https://t.co/aFMVZ28ElX Tags: infosec, cybersecurity, hacking, hacker, security, ethicalhacking, informationsecurity, linux, cybercrime, pentesting, hackers, technology, malware, kalilinux, cyberattack, cyber, ethicalhacker, tech",neutral
111,1548570298072862720,2022-07-17 07:28:24+00:00,RT @himantabiswa: Delighted to launch Chief Minister's Institutional Plantation Programme (CMIPP) by planting a sapling at Janata Bhawan.…,positive
112,1548570294985506817,2022-07-17 07:28:24+00:00,"RT @NigeriaRas: The ""Robotics and automation as propellants of emerging disruptive technology"" webinar will be held by the RAS Nigeria Sect…",neutral
113,1548570293995978754,2022-07-17 07:28:23+00:00,"RT @Egocrata: @AnnekaTreon I want to introduce Germans to this fascinating technology called blankets. They are awesome, use zero energy, a…",positive
114,1548570286181625856,2022-07-17 07:28:21+00:00,"RT @AbhishBanerj: Did you know?

India imports Rs 40,000 crore urea every year

India has developed and patented ""nano fertilizer""

Totally…",positive
115,1548570284512653312,2022-07-17 07:28:21+00:00,The data-driven future of storytelling: MIT’s Deb Roy on the message and the medium https://t.co/4V8RWMrFoO via @McKinsey,neutral
116,1548570281522118656,2022-07-17 07:28:20+00:00,"RT @zombiebsc: 👺👹 ZOMBIVERSE($ZBV) — The metaverse with a difference.

🗿Zombiverse is a 3D robotic play to earn (P2E) &amp; build to earn (B2E)…",negative
117,1548570272692703232,2022-07-17 07:28:18+00:00,RT @doctorrajat: Another advance in radiology techniques. Technology is advancing really fast. Did a portable CX-ray on my mother with this…,positive
118,1548570272307073026,2022-07-17 07:28:18+00:00,"iPhone 13 पर मिल रहा है शानदार डिस्काउंट, सस्ते में खरीद सकते हैं आप
#amazonsale
#iPhone13 https://t.co/s6vvEIt1OE",neutral
119,1548570270767538177,2022-07-17 07:28:18+00:00,"RT @latimeralder: Germany

Effectively the world's first #NetZero country, is reopening its coal mines as it finds 12th Century windmill te…",positive
